rank,youtuber,subscribers,video_views,video_count,category,started,views_per_video,subs_to_views_ratio,channel_age,subs_per_video,engagement_score,year
458,And TV,21800000.0,19300760157.0,48063.0,Entertainment,1970-01-01 00:00:00.000002015,401572.1065476562,0.0011294891922737859,9,453.5713542641949,885.3559705045872,1970
459,the Ludo facts,21700000.0,4969252781.0,1287.0,,1970-01-01 00:00:00.000002022,3861113.271950272,0.004366853721543452,2,16860.91686091686,228.9978240092166,1970
460,Ravi sagar88,21700000.0,8887407588.0,1930.0,Entertainment,1970-01-01 00:00:00.000002018,4604874.397927461,0.0024416568932092058,6,11243.523316062176,409.5579533640553,1970
461,Prime Video India,21700000.0,11479720130.0,10309.0,Entertainment,1970-01-01 00:00:00.000002016,1113562.9188088079,0.0018902899856670984,8,2104.9568338345134,529.019360829493,1970
462,OneDirectionVEVO,21700000.0,12649946332.0,266.0,Music,1970-01-01 00:00:00.000002010,47556189.218045115,0.0017154222974927955,14,81578.94736842105,582.9468355760368,1970
463,Romeo Santos,21700000.0,19282604430.0,56.0,Music,1970-01-01 00:00:00.000002005,344332221.96428573,0.0011253666525585621,19,387500.0,888.5992824884793,1970
464,Yudist Ardhana,21600000.0,8679185899.0,3999.0,Entertainment,1970-01-01 00:00:00.000002016,2170339.059514879,0.0024887126801246087,8,5401.350337584396,401.81416199074073,1970
465,XO TEAM,21500000.0,18270658133.0,5539.0,People & Blogs,1970-01-01 00:00:00.000002021,3298548.1373894205,0.0011767501664960412,3,3881.5670698682075,849.7980526976744,1970
466,Naisa Alifia Yuriza (N.A.Y),21400000.0,504514278.0,180.0,People & Blogs,1970-01-01 00:00:00.000002017,2802857.1,0.042417035420353355,7,118888.88888888889,23.57543355140187,1970
467,Baim Paula,21400000.0,4660788889.0,2475.0,People & Blogs,1970-01-01 00:00:00.000002016,1883147.025858586,0.004591497385883852,8,8646.464646464647,217.793873317757,1970
468,Linkin Park,21400000.0,15103016841.0,807.0,Music,1970-01-01 00:00:00.000002006,18715014.672862455,0.0014169354523862838,18,26517.9677819083,705.7484505140187,1970
469,Brave Wilderness,21400000.0,5146328711.0,1013.0,Pets & Animals,1970-01-01 00:00:00.000002014,5080285.005923001,0.004158304142962857,10,21125.370187561697,240.48265004672896,1970
470,Tasty,21400000.0,6141542377.0,5367.0,Howto & Style,1970-01-01 00:00:00.000002016,1144315.7028134898,0.0034844667163972903,8,3987.3299795043786,286.9879615420561,1970
471,CookieSwirlC,21300000.0,8468952675.0,1386.0,Entertainment,1970-01-01 00:00:00.000002013,6110355.465367965,0.002515068960401293,11,15367.965367965367,397.603411971831,1970
472,BigChungus,21300000.0,4122824348.0,696.0,Entertainment,1970-01-01 00:00:00.000002020,5923598.2011494255,0.00516636126162705,4,30603.44827586207,193.55982854460095,1970
473,Noman Official,21300000.0,7294227753.0,830.0,Comedy,1970-01-01 00:00:00.000002019,8788226.208433734,0.00292011721065875,5,25662.650602409638,342.4520071830986,1970
474,Sidemen,21300000.0,6255745579.0,361.0,Entertainment,1970-01-01 00:00:00.000002015,17328935.121883657,0.0034048699281349084,9,59002.77008310249,293.6969755399061,1970
475,José Comilão,21200000.0,2180278735.0,292.0,Film & Animation,1970-01-01 00:00:00.000002014,7466707.9965753425,0.009723527391097542,10,72602.7397260274,102.84333655660377,1970
476,Natan por Aí,21200000.0,14660036779.0,1531.0,Sports,1970-01-01 00:00:00.000002017,9575464.911169171,0.001446108241035812,7,13847.158719790987,691.5111688207547,1970
477,Dr. Vivek Bindra: Motivational Speaker,21200000.0,1945428465.0,1341.0,Education,1970-01-01 00:00:00.000002013,1450729.653243848,0.01089734234972243,11,15809.097688292319,91.76549363207548,1970
478,Chuster,21200000.0,3647332270.0,885.0,Entertainment,1970-01-01 00:00:00.000002015,4121279.4011299433,0.0058124674229364905,9,23954.802259887005,172.043975,1970
479,Emiway Bantai,21200000.0,3923245813.0,266.0,Music,1970-01-01 00:00:00.000002013,14749044.409774436,0.005403688937805539,11,79699.24812030075,185.05876476415094,1970
480,MSA previously My Story Animated,21200000.0,9981262944.0,915.0,Film & Animation,1970-01-01 00:00:00.000002019,10908484.091803279,0.0021239797126819384,5,23169.398907103827,470.81428981132075,1970
481,Mau McMahon,21100000.0,4748593434.0,884.0,Entertainment,1970-01-01 00:00:00.000002018,5371712.029411765,0.004443421045255988,6,23868.778280542985,225.05182151658767,1970
482,FIFA,21100000.0,6589156906.0,11350.0,Sports,1970-01-01 00:00:00.000002006,580542.4586784141,0.0032022306193356265,18,1859.0308370044054,312.2823178199052,1970
483,Official Pink Panther,21100000.0,11911089146.0,815.0,Film & Animation,1970-01-01 00:00:00.000002013,14614833.30797546,0.0017714584906020818,11,25889.57055214724,564.5065945971564,1970
484,etvteluguindia,21100000.0,25934248202.0,141772.0,Entertainment,1970-01-01 00:00:00.000002010,182929.26813475156,0.0008135959768586162,14,148.83051660412494,1229.1112891943128,1970
485,Mnet K-POP,21000000.0,16401443032.0,37969.0,Entertainment,1970-01-01 00:00:00.000002006,431969.3179172483,0.0012803751449813284,18,553.0827780557823,781.0210967619048,1970
486,Masha e o Urso,21000000.0,9526429178.0,1367.0,Shows,1970-01-01 00:00:00.000002016,6968858.213606438,0.002204393651348048,8,15362.106803218727,453.63948466666665,1970
487,Robin Hood Gamer,21000000.0,11040473450.0,4320.0,Entertainment,1970-01-01 00:00:00.000002014,2555665.150462963,0.001902092341882313,10,4861.111111111111,525.736830952381,1970
488,???? ????? ????? | Arab Games Network,21000000.0,9545542817.0,7269.0,Gaming,1970-01-01 00:00:00.000002013,1313185.1447241711,0.00219997965569861,11,2888.9806025588114,454.5496579523809,1970
489,Green Gold TV - Official Channel,21000000.0,10130019114.0,1828.0,Film & Animation,1970-01-01 00:00:00.000002011,5541585.948577681,0.0020730464339378542,13,11487.96498905908,482.3818625714286,1970
490,Avicii,21000000.0,11010943271.0,179.0,Music,1970-01-01 00:00:00.000002009,61513649.55865922,0.001907193551283532,15,117318.43575418994,524.3306319523809,1970
491,Salman Noman,20900000.0,12170436886.0,1061.0,Entertainment,1970-01-01 00:00:00.000002013,11470722.795475965,0.0017172760678823178,11,19698.397737983036,582.3175543540669,1970
492,DLS News,20900000.0,2760532672.0,5736.0,News & Politics,1970-01-01 00:00:00.000002017,481264.41283124126,0.007571002586561671,7,3643.6541143654113,132.08290296650716,1970
493,Noor Stars,20900000.0,2942996061.0,712.0,Comedy,1970-01-01 00:00:00.000002014,4133421.433988764,0.007101606514858329,10,29353.932584269663,140.81320866028707,1970
494,?????,20900000.0,3291850144.0,599.0,People & Blogs,1970-01-01 00:00:00.000002019,5495576.20033389,0.0063490131949335785,5,34891.4858096828,157.50479157894736,1970
495,nigahiga,20900000.0,4397186446.0,403.0,Entertainment,1970-01-01 00:00:00.000002006,10911132.620347394,0.004753039302896096,18,51861.04218362283,210.39169598086124,1970
496,Aphmau,20800000.0,22443721218.0,4955.0,Gaming,1970-01-01 00:00:00.000002012,4529509.832088799,0.0009267625362998304,12,4197.780020181634,1079.0250585576923,1970
497,Canal Canalha,20800000.0,1913573875.0,301.0,Comedy,1970-01-01 00:00:00.000002011,6357388.289036545,0.010869713613747993,13,69102.9900332226,91.99874399038461,1970
498,SlivkiShow,20800000.0,5013710774.0,487.0,Entertainment,1970-01-01 00:00:00.000002012,10295093.991786448,0.004148623831247749,12,42710.47227926078,241.04378721153847,1970
499,Got Talent Global,20800000.0,2605376381.0,1438.0,Entertainment,1970-01-01 00:00:00.000002013,1811805.550069541,0.007983491426300759,11,14464.534075104311,125.25847985576922,1970
500,Kajal Soni,20800000.0,9035908754.0,1016.0,People & Blogs,1970-01-01 00:00:00.000002021,8893610.978346456,0.0023019267420991045,3,20472.44094488189,434.41869009615385,1970
501,SCTV,20800000.0,8704054250.0,43042.0,Entertainment,1970-01-01 00:00:00.000002011,202222.3467775661,0.0023896909879669004,13,483.2489196598671,418.46414663461536,1970
502,Gusttavo Lima Oficial,20700000.0,15959379589.0,590.0,Music,1970-01-01 00:00:00.000002010,27049795.91355932,0.0012970429009826593,14,35084.745762711864,770.9845212077295,1970
503,Jake Paul,20700000.0,7598629937.0,1338.0,People & Blogs,1970-01-01 00:00:00.000002013,5679095.618086697,0.002724175301550812,11,15470.852017937219,367.0835718357488,1970
504,Like Nastya Vlog,20700000.0,9450631755.0,611.0,People & Blogs,1970-01-01 00:00:00.000002016,15467482.414075287,0.0021903297617165488,8,33878.88707037643,456.5522586956522,1970
505,Gordon Ramsay,20700000.0,4147359864.0,1733.0,Entertainment,1970-01-01 00:00:00.000002006,2393167.8384304675,0.0049911270492055855,18,11944.604731679168,200.35554898550726,1970
506,SUPER SLICK SLIME SAM,20700000.0,8322025966.0,1192.0,Howto & Style,1970-01-01 00:00:00.000002018,6981565.407718121,0.002487375079646561,6,17365.771812080537,402.03023990338164,1970
507,Bebefinn - Nursery Rhymes & Kids Songs,20700000.0,9845179349.0,537.0,,1970-01-01 00:00:00.000002022,18333667.316573557,0.002102551844533188,2,38547.486033519555,475.6125289371981,1970
508,boxtoxtv,20700000.0,15519511496.0,1250.0,Comedy,1970-01-01 00:00:00.000002022,12415609.1968,0.0013338048691374867,2,16560.0,749.7348548792271,1970
509,Clash of Clans,20600000.0,4567565303.0,877.0,Gaming,1970-01-01 00:00:00.000002013,5208170.242873432,0.004510061407654055,11,23489.16761687571,221.7264710194175,1970
510,Smile Family Spanish,20600000.0,7663556125.0,568.0,,1970-01-01 00:00:00.000002019,13492176.27640845,0.0026880471238148597,5,36267.605633802814,372.01728762135923,1970
511,SatoshiSea,20500000.0,2481055.0,5.0,,1970-01-01 00:00:00.000002021,496211.0,8.262614089570768,3,4100000.0,0.1210270731707317,1970
512,5-Minute Crafts DIY,20500000.0,5165985763.0,6147.0,Howto & Style,1970-01-01 00:00:00.000002018,840407.6399869855,0.003968264904411043,6,3334.9601431592646,251.99930551219512,1970
513,Marvel Entertainment,20500000.0,5995537882.0,8966.0,Entertainment,1970-01-01 00:00:00.000002005,668697.0646888245,0.0034192094860322326,19,2286.415346865938,292.4652625365854,1970
514,Vijay Kumar Viner Vlogs,20500000.0,10456930689.0,2072.0,Entertainment,1970-01-01 00:00:00.000002019,5046781.220559846,0.0019604222892635834,5,9893.822393822395,510.09417995121953,1970
515,Britain's Got Talent,20400000.0,11783237248.0,4659.0,Entertainment,1970-01-01 00:00:00.000002008,2529134.4168276456,0.001731272957562027,16,4378.62202189311,577.6096690196078,1970
516,TV9 Bharatvarsh,20400000.0,14276517914.0,386195.0,People & Blogs,1970-01-01 00:00:00.000002018,36967.12260386592,0.0014289198614737227,6,52.82305571019822,699.8293095098039,1970
517,Skrillex,20300000.0,6883399569.0,250.0,Music,1970-01-01 00:00:00.000002010,27533598.276,0.0029491241640864276,14,81200.0,339.0837226108374,1970
518,Troom Troom Es,20300000.0,7690544582.0,3157.0,People & Blogs,1970-01-01 00:00:00.000002016,2436029.3259423506,0.002639605008923931,8,6430.155210643015,378.84456068965517,1970
519,Tibo InShape,20300000.0,13471255152.0,3231.0,Sports,1970-01-01 00:00:00.000002008,4169376.4011142063,0.001506912293691221,16,6282.884555865057,663.6086281773399,1970
520,AS Gaming,20200000.0,3042178139.0,1475.0,Gaming,1970-01-01 00:00:00.000002016,2062493.653559322,0.006639979342774443,8,13694.915254237289,150.60287816831683,1970
521,vlogger varun,20200000.0,7482365211.0,595.0,Entertainment,1970-01-01 00:00:00.000002018,12575403.715966387,0.0026996811075598805,6,33949.57983193277,370.41411935643566,1970
522,Little Angel Español - Canciones Infantiles,20200000.0,11262719035.0,925.0,Education,1970-01-01 00:00:00.000002018,12175912.47027027,0.0017935278272703532,6,21837.837837837837,557.5603482673267,1970
523,Pentatonix,20200000.0,6317025113.0,286.0,Music,1970-01-01 00:00:00.000002011,22087500.395104896,0.003197707724547398,13,70629.37062937063,312.7240154950495,1970
524,Shemaroo Comedy,20200000.0,6766853648.0,5330.0,Entertainment,1970-01-01 00:00:00.000002007,1269578.5455909944,0.002985139187393284,17,3789.8686679174484,334.99275485148513,1970
525,albert_cancook,20200000.0,14687934914.0,711.0,Howto & Style,1970-01-01 00:00:00.000002020,20658136.30661041,0.00137527842533848,4,28410.689170182843,727.1254907920792,1970
526,TED-Ed,20100000.0,3970243243.0,2168.0,Education,1970-01-01 00:00:00.000002011,1831293.0087638376,0.005062662101481726,13,9271.217712177122,197.52453945273632,1970
527,5-Minute Crafts PLAY,20100000.0,6409394732.0,6479.0,Howto & Style,1970-01-01 00:00:00.000002017,989256.7883932706,0.0031360215496866357,7,3102.330606575089,318.875359800995,1970
528,AuthenticGames,20100000.0,8958229441.0,5093.0,Gaming,1970-01-01 00:00:00.000002011,1758929.794031023,0.0022437469516025537,13,3946.5933634400158,445.68305676616916,1970
529,tabii Urdu,20100000.0,9908661718.0,1947.0,Entertainment,1970-01-01 00:00:00.000002020,5089194.513610683,0.002028528228336476,4,10323.574730354392,492.9682446766169,1970
530,Blippi - Educational Videos for Kids,20100000.0,14726780195.0,950.0,Education,1970-01-01 00:00:00.000002014,15501873.889473684,0.001364860460593029,10,21157.894736842107,732.6756315920398,1970
531,Turma da Mônica,20000000.0,13175956833.0,1147.0,Film & Animation,1970-01-01 00:00:00.000002012,11487320.691368788,0.0015179163269500673,12,17436.791630340016,658.79784165,1970
532,Painzeiro,20000000.0,3579769333.0,1244.0,People & Blogs,1970-01-01 00:00:00.000002015,2877628.0811897106,0.005586952157959056,9,16077.170418006432,178.98846665,1970
533,Pencilmation,20000000.0,11499330188.0,1674.0,Film & Animation,1970-01-01 00:00:00.000002007,6869372.8721624855,0.0017392317355032366,17,11947.431302270012,574.9665094,1970
534,Vevo,20000000.0,575417907.0,1718.0,Music,1970-01-01 00:00:00.000002006,334934.75378346915,0.034757347237022986,18,11641.443538998836,28.77089535,1970
535,GOLU008,20000000.0,8686667664.0,1072.0,People & Blogs,1970-01-01 00:00:00.000002017,8103234.76119403,0.0023023788607552742,7,18656.716417910447,434.3333832,1970
536,BuzzFeedVideo,20000000.0,18030581074.0,7901.0,People & Blogs,1970-01-01 00:00:00.000002011,2282063.1659283633,0.0011092265921945185,13,2531.3251487153525,901.5290537,1970
537,SonyMusicSouthVEVO,20000000.0,21002220580.0,6313.0,Music,1970-01-01 00:00:00.000002014,3326820.937747505,0.0009522802564527679,10,3168.065895770632,1050.111029,1970
538,scottsreality,20000000.0,26379741300.0,1826.0,Entertainment,1970-01-01 00:00:00.000002021,14446736.746987952,0.0007581575487247102,3,10952.90251916758,1318.987065,1970
539,REACT,20000000.0,13422130306.0,4941.0,Entertainment,1970-01-01 00:00:00.000002007,2716480.531471362,0.0014900764293026972,17,4047.7636106051405,671.1065153,1970
540,Family GamesTV,19900000.0,1424.0,1.0,Entertainment,1970-01-01 00:00:00.000002016,1424.0,13974.719101123595,8,19900000.0,7.155778894472362e-05,1970
541,???????????,19900000.0,10326234708.0,521.0,Entertainment,1970-01-01 00:00:00.000002014,19820028.230326295,0.0019271303202689125,10,38195.7773512476,518.9062667336683,1970
542,Peet Montzingo,19900000.0,14647854863.0,429.0,People & Blogs,1970-01-01 00:00:00.000002014,34144183.82983683,0.001358560702991859,10,46386.94638694639,736.0731086934674,1970
543,Like Nastya VNM,19800000.0,11156826541.0,694.0,Entertainment,1970-01-01 00:00:00.000002019,16076118.935158502,0.0017746982017903903,5,28530.259365994236,563.4760879292929,1970
544,Les' Copaque Production,19800000.0,10484211281.0,2054.0,Film & Animation,1970-01-01 00:00:00.000002009,5104289.815481986,0.0018885540809238104,15,9639.727361246349,529.5056202525252,1970
545,Vilmei,19800000.0,5938846406.0,2366.0,,1970-01-01 00:00:00.000002013,2510078.7852916312,0.0033339808182269396,11,8368.554522400676,299.9417376767677,1970
546,Sonotek,19800000.0,7966428685.0,8372.0,Entertainment,1970-01-01 00:00:00.000002011,951556.2213330148,0.0024854298937341205,13,2365.0262780697562,402.3448830808081,1970
547,Fun For Kids TV - Hindi Rhymes,19800000.0,8798861728.0,195.0,Entertainment,1970-01-01 00:00:00.000002017,45122367.83589744,0.002250291073104587,7,101538.46153846153,444.386955959596,1970
548,Jason Vlogs,19800000.0,11451801435.0,934.0,Education,1970-01-01 00:00:00.000002015,12261029.37366167,0.0017289856196323404,9,21199.143468950748,578.3738098484848,1970
549,GRAMMY GOLD OFFICIAL,19800000.0,22174977218.0,7167.0,Music,1970-01-01 00:00:00.000002014,3094038.9588391236,0.0008928983243296336,10,2762.6622017580576,1119.9483443434344,1970
550,TheOdd1sOut,19800000.0,4964387792.0,155.0,Comedy,1970-01-01 00:00:00.000002014,32028308.33548387,0.003988407197340074,10,127741.93548387097,250.72665616161615,1970
551,Matheus Kriwat,19700000.0,3171879096.0,836.0,Entertainment,1970-01-01 00:00:00.000002020,3794113.751196172,0.006210829418070606,4,23564.593301435405,161.00909116751268,1970
552,La Granja del Borrego,19700000.0,3944828133.0,382.0,Pets & Animals,1970-01-01 00:00:00.000002020,10326775.217277488,0.004993880426678654,4,51570.680628272254,200.24508289340102,1970
553,??? Liziqi,19700000.0,3181105293.0,128.0,Howto & Style,1970-01-01 00:00:00.000002017,24852385.1015625,0.006192816076647859,7,153906.25,161.47742604060915,1970
554,KBS WORLD TV,19700000.0,16341390535.0,70861.0,Entertainment,1970-01-01 00:00:00.000002007,230611.90972467224,0.0012055277644706262,17,278.009059990686,829.5122098984772,1970
555,JukiLop,19600000.0,1597514587.0,85.0,People & Blogs,1970-01-01 00:00:00.000002017,18794289.25882353,0.01226905854850889,7,230588.23529411765,81.50584627551021,1970
556,Disney Junior,19600000.0,19126552929.0,4759.0,Entertainment,1970-01-01 00:00:00.000002008,4019027.72200042,0.0010247533924569415,16,4118.512292498424,975.8445371938775,1970
557,JennaMarbles,19600000.0,1832430192.0,250.0,Comedy,1970-01-01 00:00:00.000002010,7329720.768,0.010696178269474835,14,78400.0,93.49133632653061,1970
558,HaerteTest,19600000.0,3330848865.0,1573.0,Science & Technology,1970-01-01 00:00:00.000002011,2117513.5823267642,0.005884385871107364,13,12460.267005721551,169.94126862244897,1970
559,Cute.Shivani.05,19600000.0,7103156460.0,988.0,People & Blogs,1970-01-01 00:00:00.000002021,7189429.615384615,0.0027593366569318113,3,19838.056680161942,362.4059418367347,1970
560,Saito,19500000.0,19651476754.0,5601.0,Entertainment,1970-01-01 00:00:00.000002021,3508565.7479021605,0.0009922918386289128,3,3481.5211569362614,1007.7680386666667,1970
561,DEV Ke Facts,19500000.0,4780924620.0,491.0,,1970-01-01 00:00:00.000002012,9737117.352342159,0.004078708942288239,12,39714.86761710794,245.17562153846154,1970
562,Jimmy Kimmel Live,19500000.0,13717876728.0,6873.0,Entertainment,1970-01-01 00:00:00.000002006,1995908.1518987343,0.0014215027869581246,18,2837.1890004364905,703.4808578461539,1970
563,HiMan,19500000.0,3167316320.0,430.0,People & Blogs,1970-01-01 00:00:00.000002014,7365851.9069767445,0.006156631681170386,10,45348.83720930233,162.42647794871795,1970
564,Supercar Blondie,19500000.0,9218587993.0,1197.0,Autos & Vehicles,1970-01-01 00:00:00.000002007,7701410.186299081,0.0021152914106593156,17,16290.726817042607,472.7481022051282,1970
565,Ricky Limon,19500000.0,6901018882.0,1108.0,Entertainment,1970-01-01 00:00:00.000002012,6228356.391696751,0.002825669706666367,12,17599.27797833935,353.8984042051282,1970
566,Jesser,19400000.0,5022121415.0,1381.0,Gaming,1970-01-01 00:00:00.000002012,3636583.2114409846,0.003862909395630372,12,14047.791455467053,258.87223788659793,1970
567,??TwinsFromRussia,19400000.0,10613306472.0,8358.0,People & Blogs,1970-01-01 00:00:00.000002011,1269838.055994257,0.0018278940734615583,13,2321.129456807849,547.0776531958763,1970
568,Farruko,19400000.0,10500658624.0,276.0,Music,1970-01-01 00:00:00.000002009,38045864.57971015,0.0018475031609598205,15,70289.85507246378,541.2710630927835,1970
569,Crafty Panda,19400000.0,5815657047.0,874.0,People & Blogs,1970-01-01 00:00:00.000002017,6654069.847826087,0.003335822563678762,7,22196.796338672768,299.776136443299,1970
570,Cardi B,19400000.0,8247220188.0,118.0,People & Blogs,1970-01-01 00:00:00.000002016,69891696.50847457,0.0023523077543422077,8,164406.77966101695,425.11444268041237,1970
571,??????? ??,19400000.0,5131510381.0,6.0,Education,1970-01-01 00:00:00.000002018,855251730.1666666,0.0037805633350817534,6,3233333.3333333335,264.5108443814433,1970
572,AMARINTV : ????????????,19400000.0,6641907304.0,75333.0,Entertainment,1970-01-01 00:00:00.000002014,88167.30123584617,0.0029208477493078847,10,257.5232633772716,342.36635587628865,1970
573,Matt Larose,19400000.0,8187443111.0,193.0,Sports,1970-01-01 00:00:00.000002010,42421985.031088084,0.002369482112667836,14,100518.13471502591,422.0331500515464,1970
574,The Game Theorists,19300000.0,4205624815.0,707.0,Gaming,1970-01-01 00:00:00.000002009,5948549.950495049,0.004589092191762712,15,27298.4441301273,217.90802150259069,1970
575,Lil Nas X,19300000.0,6849860387.0,49.0,Music,1970-01-01 00:00:00.000002018,139793069.12244898,0.0028175756744806776,6,393877.55102040817,354.91504595854923,1970
576,Calvin Harris,19300000.0,16913409888.0,84.0,Music,1970-01-01 00:00:00.000002007,201350117.7142857,0.001141106384094273,17,229761.90476190476,876.3424812435234,1970
577,La Rosa de Guadalupe,19200000.0,11562538907.0,10188.0,Entertainment,1970-01-01 00:00:00.000002015,1134917.4427758148,0.0016605349529571101,9,1884.570082449941,602.2155680729167,1970
578,Infobells Bangla,19200000.0,9888411728.0,454.0,Education,1970-01-01 00:00:00.000002016,21780642.572687224,0.0019416667234469346,8,42290.748898678416,515.0214441666667,1970
579,Miley Cyrus,19200000.0,9018568412.0,173.0,Entertainment,1970-01-01 00:00:00.000002009,52130453.248554915,0.0021289409940554098,15,110982.65895953757,469.71710479166666,1970
580,DM - Desi Melodies,19200000.0,6835759504.0,153.0,Music,1970-01-01 00:00:00.000002017,44678166.69281046,0.00280875884951262,7,125490.19607843137,356.0291408333333,1970
581,Like Nastya IDN,19200000.0,8150056348.0,596.0,Entertainment,1970-01-01 00:00:00.000002019,13674591.187919464,0.002355811933093153,5,32214.765100671142,424.4821014583333,1970
582,GuiGe,19200000.0,15761936502.0,3444.0,Entertainment,1970-01-01 00:00:00.000002020,4576636.614982578,0.0012181244352534825,4,5574.912891986062,820.9341928125,1970
583,Hasan Tarhan,19200000.0,18248487785.0,6659.0,People & Blogs,1970-01-01 00:00:00.000002017,2740424.6561045204,0.0010521419761577247,7,2883.315813185163,950.4420721354167,1970
584,zbing z.,19100000.0,10371733992.0,3605.0,Gaming,1970-01-01 00:00:00.000002014,2877041.32926491,0.001841543565881303,10,5298.1969486823855,543.0227220942409,1970
585,Klara Tania,19100000.0,12027316616.0,2255.0,,1970-01-01 00:00:00.000002021,5333621.559201774,0.0015880516502401853,3,8470.066518847007,629.7024406282723,1970
586,Lucan Pevidor,19100000.0,7770520039.0,1105.0,Entertainment,1970-01-01 00:00:00.000002021,7032144.831674208,0.002458007945946692,3,17285.067873303167,406.83350989528793,1970
587,Johny FamilyShow,19100000.0,8499139463.0,516.0,,1970-01-01 00:00:00.000002017,16471200.509689923,0.0022472863380051116,7,37015.50387596899,444.9811237172775,1970
588,Go Ami Go!,19100000.0,3664393055.0,358.0,People & Blogs,1970-01-01 00:00:00.000002015,10235734.790502794,0.005212322944979492,9,53351.95530726257,191.85303952879582,1970
589,RsiamMusic : ????????,19100000.0,12199474592.0,3575.0,Music,1970-01-01 00:00:00.000002011,3412440.4453146853,0.0015656411967549103,13,5342.657342657342,638.7159472251309,1970
590,Apple,19100000.0,1199825598.0,188.0,Science & Technology,1970-01-01 00:00:00.000002005,6382051.05319149,0.01591898025166154,19,101595.74468085106,62.81809413612565,1970
591,Bollywood Classics,19000000.0,8527198394.0,1816.0,Entertainment,1970-01-01 00:00:00.000002011,4695593.829295154,0.0022281644125190037,13,10462.555066079296,448.7999154736842,1970
592,Marmok,19000000.0,3706613857.0,403.0,Gaming,1970-01-01 00:00:00.000002008,9197552.99503722,0.005125972311390946,16,47146.40198511166,195.08493984210526,1970
593,Marques Brownlee,19000000.0,4303966471.0,1660.0,Science & Technology,1970-01-01 00:00:00.000002008,2592750.8861445785,0.004414532531333932,16,11445.783132530121,226.52455110526316,1970
594,MissaSinfonia,18900000.0,2551831441.0,238.0,Comedy,1970-01-01 00:00:00.000002011,10721980.844537815,0.007406445306823853,13,79411.76470588235,135.01753656084657,1970
595,SQUEEZIE,18900000.0,10613161799.0,1658.0,Gaming,1970-01-01 00:00:00.000002011,6401183.232207479,0.001780807676161199,13,11399.276236429432,561.5429523280424,1970
596,tanboy kun,18900000.0,4189776121.0,866.0,People & Blogs,1970-01-01 00:00:00.000002016,4838078.661662818,0.0045109808863698945,8,21824.48036951501,221.68127624338624,1970
597,Ali-A,18900000.0,6520801031.0,4362.0,Gaming,1970-01-01 00:00:00.000002006,1494910.8278312702,0.0028984169138345237,18,4332.874828060522,345.0159275661376,1970
598,MoreAliA,18900000.0,6154910540.0,2613.0,Gaming,1970-01-01 00:00:00.000002013,2355495.8055874472,0.003070718880018035,11,7233.065442020666,325.6566423280423,1970
599,Mrwhosetheboss,18900000.0,5531450273.0,1699.0,Science & Technology,1970-01-01 00:00:00.000002011,3255709.4014125955,0.0034168254376712535,13,11124.190700412008,292.6693266137566,1970
600,Sony LIV,18900000.0,10046478803.0,21359.0,Entertainment,1970-01-01 00:00:00.000002014,470362.78866051784,0.0018812561466168855,10,884.8728873074582,531.559725026455,1970
601,shane,18900000.0,4372464230.0,572.0,People & Blogs,1970-01-01 00:00:00.000002005,7644168.234265734,0.0043225053438573245,19,33041.958041958045,231.34731375661374,1970
602,CKN,18800000.0,12781291130.0,491.0,Entertainment,1970-01-01 00:00:00.000002015,26031142.83095723,0.0014708999121280481,9,38289.20570264766,679.8559111702127,1970
603,NMF News,18800000.0,8581297334.0,128280.0,News & Politics,1970-01-01 00:00:00.000002013,66895.05249454318,0.002190810930826558,11,146.5544122232616,456.45198585106385,1970
604,Zuni and Family,18800000.0,7510142914.0,269.0,People & Blogs,1970-01-01 00:00:00.000002017,27918746.89219331,0.0025032812577979124,7,69888.47583643123,399.47568691489363,1970
605,officialpsy,18800000.0,11311806982.0,131.0,Music,1970-01-01 00:00:00.000002010,86349671.61832061,0.0016619802680434385,14,143511.4503816794,601.6918607446809,1970
606,Linh Nhi Shorts,18800000.0,17619441571.0,3131.0,Gaming,1970-01-01 00:00:00.000002013,5627416.662727563,0.0010670031694388709,11,6004.471414883424,937.2043388829787,1970
607,Manual do Mundo,18700000.0,4379046136.0,2750.0,Howto & Style,1970-01-01 00:00:00.000002006,1592380.4130909091,0.004270336374460157,18,6800.0,234.1735901604278,1970
608,HikakinTV,18700000.0,12673587906.0,3528.0,Comedy,1970-01-01 00:00:00.000002011,3592286.8214285714,0.0014755095509415249,13,5300.453514739229,677.7319735828877,1970
609,Dan-Sa / Daniel Saboya,18700000.0,442421472.0,2298.0,Music,1970-01-01 00:00:00.000002007,192524.57441253265,0.04226738796258062,17,8137.51087902524,23.658902245989307,1970
610,GEN HALILINTAR,18700000.0,3692945639.0,1216.0,Entertainment,1970-01-01 00:00:00.000002015,3036961.8741776315,0.0050637084398197935,9,15378.28947368421,197.4837240106952,1970
611,PDK Films,18700000.0,4244000903.0,114.0,Entertainment,1970-01-01 00:00:00.000002009,37228078.096491225,0.004406219609138476,15,164035.08771929826,226.95191994652407,1970
612,BBC News Hindi,18700000.0,8439360989.0,26118.0,News & Politics,1970-01-01 00:00:00.000002009,323124.3199709013,0.0022158075741011535,15,715.9813155678077,451.302726684492,1970
613,Good Mythical Morning,18700000.0,9435066609.0,3687.0,Entertainment,1970-01-01 00:00:00.000002008,2559009.1155410903,0.001981967989729112,16,5071.874152427447,504.54901652406414,1970
